user_id,invited,sign_up,kyc_initiated,kyc_completed,card_activated
b1e9d1e96d49963f07f40b7b4b2e2bea,,2016-01-21,2016-01-21,2016-01-21,2016-01-27
30757cda9cceba5d25763aeef7c2b38e,,2016-01-27,2016-01-27,2016-01-27,2016-02-03
5e39edb5dd4f278acf6773f373289d3b,,2016-01-12,2016-07-30,2016-08-05,2016-08-16
6f019a27788cb5a6cb502a6eb4b9dca6,,2016-02-01,2016-02-01,2016-02-01,
719f3f49bbf1d3f0e22be5a804b84e14,,2016-01-12,2016-01-12,2016-01-12,2016-01-15
fc707ce5a483889881478f49a893182b,,2016-01-24,2016-01-24,,
c2c36b94760ac636aaba034437ce3169,,2016-01-29,2016-01-29,2016-01-29,2016-02-05
3866b8b47ae71a975e46a74d54917663,2015-12-29,2016-01-13,2016-01-20,2016-01-20,2016-01-27
7ce9581929ce078c7ac75a4983a8f955,,2016-01-27,2016-02-16,2016-02-24,2016-07-07
d3d54959cae2e3ccebb90d5d74bd7937,,2016-01-27,2016-01-27,2016-01-27,2016-02-02
6ff400f0e6e139ed9fe70be8ca5d6473,,2016-01-31,2016-01-31,2016-02-01,2016-02-05
f64d92798793466fb12b538dcfbc39d8,,2016-01-06,2016-01-07,2016-01-07,2016-01-18
0ecf6ff507468b5452f130e3e3331e83,,2016-02-09,2016-02-09,2016-02-09,2016-05-12
89a3ce27e537e7819a6b60ddfabf18b8,,2016-02-07,2016-02-07,2016-02-07,2016-02-18
f83a51b9129e861a4dcb00775d258d35,,2016-02-09,2016-02-13,2016-02-13,2016-02-18
424be465b76e3de9ceee8f05fbba6d0e,,2016-01-05,2016-01-12,2016-01-12,2016-01-19
29a0e10579dbdf7814c499aabffe34be,,2016-01-18,2016-01-18,2016-01-18,2016-01-23
04d511f44f3360f44ae6488544944104,,2016-01-14,2016-01-16,2016-01-16,2016-02-04
c53d068137839ad7ffed51f60c7a63fa,,2016-01-05,2016-01-05,2016-01-05,2016-01-31
758bcb62b81fa8bcc35652f0deda697a,,2016-01-16,2016-05-30,,
12e431745efb11cae642e992803839ff,,2016-01-05,2016-01-06,2016-01-06,2016-01-12
0c7a07793b794edc9f07a443baa811fe,,2016-02-14,2016-02-14,2016-02-14,2016-02-29
c8443b11f7fba7bcc084c4407dbfda1e,2016-02-03,2016-02-03,2016-02-03,2016-02-03,2016-02-09
abed615bb65d0fdbf6cde4a3dc5abe9c,,2016-02-11,2016-03-23,2016-03-23,
624054e994b15c04df60aaa3789dd131,2016-02-13,2016-02-13,2016-02-13,2016-02-13,
5a5250e6ec47fafe397a42ba7e11542e,2015-12-01,2016-01-18,2016-01-18,2016-01-19,2016-02-20
66b03fb88fa3b2196e8ea37bf3081c13,,2016-01-05,2016-01-05,2016-01-05,2016-01-20
724f01212d6d3e8fb24d757b7ae5c296,,2016-01-03,2016-02-24,2016-03-03,2016-03-12
8135290842e4e14a4b95485e962cf8a2,2016-01-14,2016-01-15,2016-01-24,2016-01-24,2016-01-28
73b5d67487021418f3ade2e19cc7ab21,,2016-01-29,2016-01-29,2016-01-29,2016-02-08
0184fbb9db8b8b76a0ee850ba16d8121,,2016-01-24,2016-01-24,2016-01-24,2016-02-04
8ae366ef40e5d4d318e793430d0628d1,,2016-01-06,2016-01-06,2016-01-07,2016-01-13
c2fea83589389e2d1f1d8ba504c670bb,,2016-01-03,2016-03-01,2016-03-01,2016-03-04
ec41ec4e9ee6a01537c3d33cd0775f2d,,2016-01-08,2016-03-25,2016-03-25,2016-04-01
16579c4ccc4392e7345cd34063f91cea,,2016-02-11,,,
5c45373300bfae374e039da0d07a6cdc,,2016-01-20,2016-01-20,2016-01-20,2016-06-21
7fc6bf4c3043bf146f449213c0ea548a,,2016-02-05,2016-02-05,2016-02-05,2016-02-10
21ca656b0a41810f470522f9f3ca5769,,2016-02-02,2016-02-02,2016-02-02,
33e8cc1896bc03c30a06cfa518ae0985,2015-11-24,2016-02-01,2016-02-01,2016-02-01,2016-07-02
b046e390a88a861a503d6d2883ba78b2,,2016-01-04,2016-01-04,2016-01-04,2016-07-28
c4ce31c8d6145bc71ce479b63e7d273e,,2016-01-16,2016-01-16,2016-01-16,2016-01-20
9f12e6cc8e9a17429ffb05a8e4d804cf,2016-01-29,2016-02-01,2016-02-01,2016-02-01,2016-02-08
bb81867c26db5e11bd0c6c9b54e8b4e6,,2016-02-05,2016-02-05,2016-02-12,2016-06-28
a7f77f4a9d51f922aa4c82916a203ead,2016-02-06,2016-02-14,2016-02-16,2016-02-18,2016-03-02
24ed03028bb32e4fb088269e620d7614,,2016-02-09,,,
78aaf248b90a0f20ed4c7744f6f44a0b,,2016-01-18,2016-01-28,,
f79303c82059972a903a9f5fdab1763f,,2016-01-26,2016-03-08,2016-03-09,2016-03-21
fbc28ac93cdc5df233297d02cb33d3ac,,2016-01-28,2016-01-28,2016-01-28,2016-04-28
e42e152f8de600cfe1c5054c75dcb76b,,2016-01-22,2016-02-18,2016-02-18,2016-02-23
002f5cfe6a2b4b746ea60d96700f055f,,2016-01-25,2016-01-25,2016-01-25,
4288d467d8c9cf8ac44fa613faafa6a7,,2016-01-13,2016-01-14,,
3a8f21d5eaae0a74d66e4ab30c8c8bd1,2015-11-20,2016-01-18,2016-03-23,,
16e4cfc864de61aa77c25917b654509a,,2016-01-18,,,
f5255c19af99d3f710607c67ca50f906,2016-01-16,2016-01-16,,,
ccfcb2042d3afbf413a6ef142f44fdc0,,2016-02-08,2016-02-09,2016-02-09,2016-02-13
cb09e7dcbfc7387bdd191d04f90997ae,,2016-02-09,,,
413ed3bf5b638570a7d76f097078348e,,2016-02-10,2016-02-10,2016-02-11,2016-02-16
ccb7e73dd3796c37eff77ccb43dc4412,,2016-01-22,2016-02-24,2016-03-14,2016-03-21
786a7656e4b457e30c64183a1fbdab22,,2016-01-06,2016-01-08,2016-01-08,2016-01-15
e3373ddc8ad1f24d4ff0ce40607fac6d,,2016-01-07,2016-01-07,2016-01-07,2016-01-12
cd1701b0c6531b863bcb9e88411a1ead,,2016-02-03,,,
e3d2d25bbe672a60ab40d31d3cd65481,,2016-01-05,2016-01-07,,
9bbe215b1910e54e0e8b5e68118685ff,,2016-01-28,,,
59fae9c0f43385a1491faac5ae90b105,,2016-02-10,2016-02-10,2016-02-11,2016-03-03
c9848dce9401771ff53c187ae0c19df9,,2016-01-26,2016-01-27,2016-01-27,2016-02-06
e6b9c95ccabd80c83e2b63446311908c,,2016-01-22,2016-01-22,2016-01-22,2016-01-28
cba1d53f96312242223fb05a4f923234,,2016-02-04,2016-03-03,2016-03-03,2016-03-09
18bdaa5a1fe88a69b6fdbb08552384aa,,2016-01-11,2016-01-12,2016-01-12,2016-01-15
d03a5d4dae495d2d3a9150adc5a9f757,,2016-02-09,2016-02-09,2016-02-09,2016-02-15
af8db332d253fd1528c5874eaa724254,2016-01-05,2016-01-05,2016-01-08,,
5f25b687fc18629430446721b0e697dd,,2016-01-21,2016-01-23,2016-01-23,2016-05-11
6fdf40b2d54323eb839e0167d5c53b7d,2016-01-19,2016-01-20,2016-01-20,2016-01-20,2016-01-26
9b9d0b8325650b663ad30f12b2c4fa4b,,2016-01-14,2016-01-22,2016-01-22,2016-01-29
e9690e2d33cb3260e5ec1f8b5b518096,,2016-01-30,2016-03-13,,
45c8b6f272c56e27b1832b05d7d5d96e,,2016-01-31,2016-02-04,2016-02-04,2016-02-11
5c7e2dbbfa4e3c09b9ad8f71a5031dc4,,2016-02-05,2016-02-06,,
2f67643c899b0b2f83aa4ca451fa8065,,2016-02-02,2016-02-02,2016-02-02,2016-02-09
28f65ffdc7a15fbd3397af44ce568746,,2016-02-13,2016-02-13,2016-02-16,2016-02-22
43f1f0fdcd1af753fc253862c2f3fd03,,2016-01-31,,,
86edf499bcc013039347696df7dd758f,2016-01-17,2016-01-17,2016-04-18,2016-04-14,2016-06-16
98054aa9108e20f71108caad9ce4d016,,2016-01-16,2016-01-17,2016-01-17,2016-01-25
548ca0820938a84ca318adb539cb433e,,2016-01-08,2016-01-11,2016-01-11,2016-01-18
265a044405c4926f850482d7f5df62a0,,2016-02-06,2016-02-16,2016-02-16,2016-02-23
4263ce84e673941e73fb4a14c93b8327,,2016-01-27,,,
c9009a05a19f999ae69f6340b5f8348c,,2016-01-27,2016-01-28,2016-01-28,2016-02-15
c32070e77bed2f8f9251989ad0cc03d8,,2016-02-11,2016-02-11,2016-02-11,2016-02-17
e7d191e1c40abe108836c7c666ca52b3,,2016-01-07,2016-01-07,2016-01-07,2016-06-28
d9b08dd27c8d7c6d40d5cd44e62abc08,,2016-01-19,2016-01-19,,
4dfb51e515c1ff9b5d816fd709616f08,,2016-01-20,2016-01-20,2016-01-20,2016-01-26
21b332c96ba9adf1c50e0e9c3a41cad6,,2016-02-07,2016-02-07,2016-02-07,2016-02-11
167b680a4cce9ba60e20ba8d18532d8b,,2016-01-10,2016-01-10,2016-01-21,2016-02-20
dd5f5d315bc97469a605e06409d691f4,2016-01-13,2016-01-13,2016-01-13,,
766c9deab256f513459845a0f5928473,,2016-01-20,,,
cffed30746f4a6825a92d78853a3d7b8,,2016-01-04,2016-01-05,2016-01-05,2016-01-13
e82f87f485e66ef0f8870237cc3d67b1,,2016-01-04,2016-01-09,,
38d41557adc89e73b9614bb0dbd7b408,,2016-01-10,2016-01-10,2016-01-10,2016-08-26
0c020e387548e0e5b78e9399415e1476,,2016-02-01,2016-02-01,2016-02-01,2016-02-05
91b084a9999447b1b9ce2fdf8b9822dc,,2016-01-12,2016-01-12,2016-01-12,2016-01-18
b855e98a64a6bb10054e009e9346dbfe,,2016-01-07,2016-01-07,2016-01-07,2016-01-13
39fdbc94f3632d61f95f37db65653169,,2016-02-04,,,
7040a4a905e8ff004e352255c5e29373,,2016-02-13,2016-02-13,2016-02-13,2016-03-06
6371edb925dc4442c6fd0c17bd864e58,,2016-01-21,2016-01-21,2016-01-21,2016-01-27
f97f3f261fbfada6aea1049f5dba20f7,,2016-02-09,,,
1882894fe3577fdbbdea11a2978a65ab,,2016-01-06,2016-01-11,2016-01-12,2016-01-19
5fd8367651ff02c1e00e52875babb740,,2016-02-02,2016-02-02,2016-02-02,2016-02-09
4af5d4f2cb984686083c21cd89c3783e,,2016-01-30,2016-01-30,,
d04e6514fa8566d6db5974756986898b,,2016-01-29,2016-01-29,,
ccf2b5c9a3e959d7051f65f13edab3d4,,2016-02-03,2016-02-12,2016-02-12,2016-02-17
6c1b954261db328de600bf4959bfdd52,,2016-01-22,2016-01-22,2016-01-29,2016-02-05
cb50f4343ad2046cf160374aa63831f3,,2016-01-06,2016-01-06,,
98de898d7232d19f624d719ee43d11da,,2016-01-20,2016-01-20,2016-01-20,2016-01-26
0910c0ab7926e5c9bbd1d36ad2ce5f82,2016-02-03,2016-02-03,2016-02-03,2016-02-03,2016-02-06
6d7e2fd276e144c0d5d49f553a58ec3d,,2016-02-01,2016-02-02,2016-02-02,2016-02-08
005b0fbc40ac2d0a4207cb9445ceb527,,2016-01-22,2016-01-22,2016-01-22,2016-01-28
2febe8bf8e419c85365d6fc2737ce676,2016-01-14,2016-01-14,2016-01-14,2016-01-14,2016-05-30
61cba222133d539510ecd18ba7699d22,,2016-02-08,2016-02-08,2016-02-08,2016-02-29
0ac2f3627bc123c07f521f48a0f715ab,2016-02-11,2016-02-11,,,
7d4ff6d6a2e9a487e74dbb77a2d3b5ed,2016-01-02,2016-01-27,2016-02-04,2016-02-04,2016-02-10
dc5a4bca68bc05761405a99e62bdb9e1,,2016-01-20,,,
43dd6fcb6d3909d1bc50352f16c69c69,,2016-02-10,2016-02-23,2016-02-23,2016-02-27
23d553572175279576aead7a8f621729,2016-01-13,2016-01-13,2016-01-13,2016-01-13,2016-09-01
fc9634c6ef4a911f32b921dde251d7a6,,2016-02-07,2016-02-07,2016-02-07,2016-02-11
e8654b53720e0ebaf2fa2d8ccea0ad6b,,2016-01-22,2016-01-25,2016-01-25,2016-02-03
f1fe36e7fd06da63f02b1e97a525ca83,,2016-01-14,2016-01-14,2016-01-14,2016-01-22
437896fc3f6ce1e2f2b78c3acaca704a,,2016-01-19,,,
06b722a562a0a4b8ecc0127fed7b30f0,,2016-02-07,2016-02-07,2016-02-07,2016-02-12
31c712c96f047da94a3bd61b79072732,,2016-01-22,,,
0300f28900f259245a198ac0fdd2e571,,2016-01-14,2016-01-14,2016-01-14,2016-01-21
817b65e87b8924a40aa67b578f877668,,2016-01-30,2016-02-04,2016-02-05,2016-03-09
58644e7bf8c078ed34f7fae70e6f5312,,2016-02-11,2016-02-11,2016-02-11,2016-03-01
2f0292dbb04930f23dc0c3e18a42a96a,,2016-01-23,2016-01-23,2016-01-23,2016-01-28
458776a20b2f66b4b762607482dd5d37,,2016-01-17,2016-02-17,2016-02-18,2016-02-23
69ce2319fb2b5162118bb69e29ea83d6,,2016-02-10,2016-02-10,2016-02-10,2016-02-15
5a241e08dc26ee91fe7d2c1d84829e3f,2016-02-08,2016-02-08,2016-02-14,2016-02-14,2016-02-18
7c27934b2edb0fa0d6f0fbcc2793f6d3,,2016-02-05,2016-02-06,2016-02-06,2016-11-03
579a65899f00f519118e0cc38efc798c,,2016-01-27,2016-01-29,2016-01-29,2016-09-12
961e4a55017a58d75c5768229491f47a,,2016-01-23,2016-01-23,,
f28c677a7ea5c783580a9b2924918a16,,2016-01-28,2016-01-29,2016-01-29,2016-03-07
4d5530964a43bdcec593378b83597c9a,,2016-01-28,2016-01-30,2016-01-30,2016-03-29
de7b88c96ef79065a2f3da047ed7806e,,2016-01-06,2016-01-08,2016-01-08,2016-01-17
4f44996f73a806606bc8740e9cb7c03c,,2016-01-19,2016-01-20,2016-01-20,2016-02-22
d63294399b14569d419f3d699a7c5037,,2016-02-09,,,
668f9518487ec6882ca503347ef8fbcf,,2016-01-10,2016-01-11,2016-01-11,2016-08-25
3bac2d29c459a64acbc81c89d72fa42c,,2016-01-31,2016-01-31,2016-01-31,2016-02-04
8f37a8db9332810f7d675c315b506077,,2016-01-26,2016-01-26,2016-02-11,2016-02-17
9666940e266f504af3205bd79765abb7,2016-01-02,2016-01-02,2016-01-14,2016-01-14,2016-01-22
a6ac5caca2bd8e7a297b1cd671afa86a,2016-01-23,2016-01-27,2016-01-27,2016-01-27,2016-02-11
3347dc5992e0801339eb3f9f87e42ca5,2016-01-20,2016-01-20,2016-01-24,2016-01-24,2016-01-29
92dbb7e3197ecb7ea805fcbf315da253,,2016-01-17,2016-01-22,,
e03179454e39757a11e411bc4a76cbad,,2016-01-16,2016-01-17,2016-01-17,2016-01-22
858f8599b0730f7edecdf5853db09ae1,,2016-01-31,2016-01-31,2016-01-31,2016-02-06
7a5dd3fd82f4872dfd278e93e59b7e67,,2016-02-02,2016-02-04,2016-02-04,2016-02-10
cea833d323a1b58916686fd7f17388e0,,2016-01-23,2016-01-24,2016-01-24,2016-01-30
80faaffbfe80733a1142689b9b1a0efc,,2016-01-24,,,
a442eb9529dc8037b3bfeabd0cbb04ac,,2016-01-29,2016-01-29,2016-01-30,2016-02-11
98c6db4587cd32163abeabdcf2694c46,,2016-02-14,2016-02-15,2016-02-15,2016-02-22
802a414599df5683e53a9d3e9a3c7e1d,,2016-01-06,2016-01-06,2016-01-06,2016-01-13
6c77fa2014ddc0b1fbae5f96cbe080ce,,2016-01-08,2016-01-08,,
e60983afc2dc319894c5102a74209889,,2016-02-08,2016-02-08,2016-02-08,
e500aafea9cf597aebd7e6f1761b3efa,,2016-02-10,2016-02-10,2016-02-10,2016-05-04
c78e125d855cf966ffda788a95dc7b59,,2016-01-15,2016-01-15,2016-01-15,2016-01-27
fd8cd583a8e4affbb7442e39dc42097e,,2016-02-14,2016-02-14,2016-02-15,2016-02-19
5796660fbf525b2ccc364bf2d577881c,2016-02-01,2016-02-01,2016-02-01,2016-02-01,2016-08-24
9519459e46e6a0a4a708b46afe84a051,,2016-01-22,2016-01-22,2016-01-22,2016-02-03
f0988992f4472a15afdb8cb2c74b6d51,,2016-01-18,2016-02-01,2016-01-30,2016-02-05
1688a971c5fefdfb5de5f8f916a3e6c8,,2016-02-02,2016-02-02,2016-02-02,2016-02-08
818d319fe738075604985720500bf8b7,,2016-01-24,2016-01-25,2016-01-25,2016-02-25
aa45091126614b3bad231449c34ae874,2016-01-12,2016-01-27,2016-01-27,2016-01-27,2016-02-04
3c9a37a2e71305784dde45deb95ff5f8,,2016-01-05,2016-01-05,2016-01-05,2016-01-12
bc4990bb953225d82b9376ed7eddc686,,2016-01-21,2016-01-27,2016-01-27,2016-05-01
66c623eea6114ada69928ed36cc11b7e,,2016-01-04,2016-01-06,2016-03-16,2016-03-20
79b003022eff2309e2f29ab4b8f225d0,,2016-01-30,2016-03-03,,
34b3324ed6ae1fa6e60e000c01ce3d63,2015-12-25,2016-01-10,2016-01-13,2016-01-13,2016-02-21
75792e1f3e8199e2568cb58f8d7b48cf,,2016-01-29,,,
cce97319ec948870d19c98a93a577116,,2016-02-13,,,
c43bf76d7e28608b77720faca16a5462,,2016-01-25,2016-01-27,2016-01-27,2016-02-03
d8744484134959a1491a673ab6aa9784,,2016-02-08,2016-02-08,2016-02-08,2016-02-23
fb67d02b1872b10208f954c95e151426,,2016-01-22,2016-02-03,2016-02-03,2016-02-12
bad124c64e864c8ec6196e9dbc2d0830,2016-01-24,2016-01-24,2016-01-24,2016-01-24,2016-01-28
4079226465f29ac82b4de0857cf5fec9,,2016-01-07,2016-01-07,2016-01-07,2016-01-13
859d485f67407a8aee1c32f8d309853c,,2016-02-03,2016-02-11,2016-02-12,2016-02-26
2144abaf064856f6dfac63e8bd78ad6b,2016-01-16,2016-01-17,2016-01-17,2016-01-17,2016-01-21
06a6b0051bfc1366f89da84f145e9782,,2016-01-27,2016-01-27,2016-01-27,2016-02-02
29a024fe1558422944fe85ad8479f7d1,,2016-02-02,2016-02-02,2016-02-02,2016-09-27
fc6f59be5989debcd0fb01687e38fcb3,,2016-02-07,,,
43fd4a3ae54e0240ee44a018375699ba,,2016-02-02,2016-02-02,2016-02-02,2016-03-28
af395cd07b9b775eb0973b521c1fac8f,,2016-01-12,,,
543f8d00253759c157eba84471d94440,2016-01-03,2016-01-03,2016-01-03,2016-01-03,2016-01-11
ace35e9280e20a0a891ef1bcae9b9f7b,2016-01-04,2016-01-15,2016-01-16,2016-01-16,2016-01-25
714d5b910bbdc46f312313ea4ef2bccd,,2016-01-04,2016-01-04,2016-01-04,2016-01-13
ff8e01df596524bde1e6eb1b1766606e,,2016-02-14,2016-02-14,2016-02-17,
b0b0afc0b27edd0ab470ad63518b938c,,2016-02-09,2016-02-10,2016-02-10,2016-03-02
841ade23e5bb8c34c0291ce34a6dcacc,,2016-01-08,2016-01-08,2016-01-19,2016-01-29
79b6395a45f3d6d58fb1fa9427c11126,,2016-01-20,2016-01-21,2016-01-21,2016-01-30
089668e9e832b21cf24bc6803904e367,,2016-02-14,,,
bd6b972ec221da32ef611f84cc2cbef5,,2016-02-03,2016-02-03,2016-02-03,
b43750fbdce5b8b08d9edc230297503f,,2016-01-24,2016-01-25,2016-01-25,2016-01-29
7a29a8cc785832772340ea03b22c9cdf,,2016-02-03,,,
a9d02edc71e32d2a6db3607dcac3a697,,2016-02-06,2016-02-06,2016-02-08,2016-02-12
9e3f4639fa24b6550f9184655f09f20b,,2016-01-22,2016-01-22,2016-01-22,2016-01-28
a7cbfce99b44a9f72d9c28e90a198908,,2016-01-20,2016-04-01,,
1558c44c4752365339a43cde66fab783,,2016-01-27,2016-01-27,2016-01-27,2016-02-08
d58cfed4edf7109b0bca37127690b84b,,2016-01-15,2016-01-17,2016-01-16,2016-01-22
8a1314336367ae7ec1cb7857b8521a45,,2016-01-29,2016-01-29,2016-01-29,2016-02-06
9575f4d5cfdde3aea4e089852ca662d6,,2016-01-04,2016-01-04,2016-01-04,2016-01-11
8bd12f3ea2f6954ec2eec72f22c31114,,2016-02-08,2016-02-08,2016-02-08,2016-02-13
9306ee4843b1a4974f63a000263852f4,,2016-01-13,2016-01-13,2016-01-13,2016-01-19
7b72baf1bc554bbeecf8374d602b81f4,,2016-01-18,,,
d87d0eb8682ea2f3075bd1c5a60c3cda,,2016-01-25,2016-01-25,2016-01-25,2016-02-08
26c1a0ef48c88f7bc4a17264b70f0e56,,2016-01-07,2016-01-11,2016-01-11,2016-01-22
f6b366458b360320efb1440594021128,,2016-01-01,2016-01-02,2016-01-02,2016-01-10
ab08bbfb6df6fe27caa33fb60dbd8ab8,,2016-01-24,2016-01-25,2016-01-25,2016-06-03
5b422b6ba072204e72dfdb72d98f8f5e,,2016-01-14,,,
e7d9325eeac3bc77edb0b61b3a14901c,,2016-01-07,2016-01-07,2016-01-10,2016-09-14
c732babb1e896e7aef3a8837647050a6,,2016-02-07,2016-02-08,2016-02-08,2016-02-15
637d48578ad8295a952997036370f8eb,2016-01-06,2016-01-06,2016-01-06,2016-01-06,
8795de07e867406754bdddf6a44ca52f,,2016-02-14,2016-02-21,2016-02-23,2016-02-27
ceba925c41749d3a1f10cb9a982e69b1,,2016-02-10,2016-02-10,,
c8f499800cd8930bd1edaf90760a6ea4,,2016-01-27,2016-02-10,,
b6d562e7abe360ac49df0702f650fd94,,2016-01-05,2016-01-05,2016-01-05,2016-01-14
ad7f034977dfa814183056836f4785c0,,2016-01-25,2016-01-25,2016-01-27,2016-02-02
7f950955a5a53ba6d951ae90518b82f2,2016-01-07,2016-01-07,2016-01-07,2016-01-07,2016-01-18
4acb1ce889fd8be058ebbd4ebca4ed93,,2016-01-28,2016-01-28,2016-01-28,2016-02-02
a6c29899fa86e7c9ec969dd8c8d402d3,,2016-01-15,2016-01-15,2016-01-15,2016-01-21
b49e2fb802b2cecddd3ed639d8ad3c39,,2016-01-05,2016-01-05,2016-01-05,2016-01-16
781a3934c055e2a816d9d2a85184e0b9,,2016-01-30,,,
9b5563cba5dcdf63da10fa07b9182d7f,,2016-01-28,2016-01-28,2016-01-28,2016-03-05
aae115bfef3257e80e3df9401e0b05ee,,2016-01-14,2016-01-18,2016-01-18,2016-05-09
32fb1cef05fb12b5af6cd8fe683848f4,,2016-01-11,2016-03-20,2016-03-20,2016-03-24
1222a95c31395772285ef292331099a8,2016-01-12,2016-01-28,2016-01-28,,
5edae6b415d5d98f22a82586935eaa68,,2016-01-11,2016-01-11,2016-01-13,2016-03-19
a264b1888d316041f21b29fe21dbf791,2015-11-13,2016-01-26,2016-01-26,,
c966bca4180e35b97cd442aa213f1583,,2016-01-06,2016-01-06,2016-01-06,2016-01-13
1c271af1e2cf44f5b68fd6f492e6eea9,2016-02-10,2016-02-13,2016-02-13,2016-02-22,2016-02-25
fad543851d13d8801b5f220f73b2b0ec,2016-01-22,2016-01-22,2016-01-28,2016-01-28,2016-02-02
e799c3a7ddd2cff5487d1f8be9db6cb6,,2016-01-07,2016-01-07,2016-01-07,2016-01-12
4de06ef24ee062879c2c7263b9b8acd5,,2016-01-20,2016-01-20,2016-01-20,2016-02-05
08543a9fbeacb926317d7431de9d38d0,2016-01-20,2016-01-20,2016-06-16,2016-06-16,2016-06-23
263b56df084bc28d9aa4a77a81e77c30,2016-01-11,2016-01-11,2016-01-13,2016-01-13,2016-02-03
59f18120d8be9b516b76917e638ab0d8,2015-12-24,2016-01-02,2016-03-12,2016-03-12,2016-01-10
1b7e79bf447a71e5230a237c719b51de,,2016-01-31,,,
31d7d08a9d18d27cb09465aa2d820637,,2016-02-09,2016-02-09,2016-02-09,
fc3e80abc99ed4ed348c3e5896236376,2016-01-30,2016-01-30,2016-04-22,2016-04-22,2016-10-03
a8b305f62c32a6dba22de258dc872e35,,2016-02-05,2016-02-05,2016-02-05,2016-02-10
1da809410311b3c931c459084dde0376,2015-12-31,2016-01-28,2016-02-22,2016-02-22,2016-03-18
e68147b5423c79aa1454ae11c74b845e,,2016-02-07,2016-02-28,2016-02-28,2016-10-08
41b03c3004126b48c2364a892911db5a,,2016-01-11,2016-01-11,2016-01-11,2016-01-15
cff9a16f86409bd2ea730f1488686283,,2016-01-28,,,
450f104853975e2ecbe06035232848a8,2016-02-02,2016-02-02,2016-02-03,2016-02-03,2016-02-16
8f64e56f598504b493861c6dbb392676,,2016-02-12,2016-02-16,2016-02-16,2016-02-23
048029eed968bab77cd18fddc181a2a8,,2016-01-24,2016-01-24,2016-01-24,2016-01-30
5087d8e256df58face26cb415409610e,,2016-02-11,2016-02-11,2016-02-12,2016-02-22
f22a84e6e2ed5c1429f627569020d785,2016-01-16,2016-01-16,2016-01-16,2016-01-16,2016-01-28
16bc7db22ce0c6bd866bfc4d20488a97,,2016-01-12,2016-01-12,2016-01-12,
25c6b43c157ed360900bed5e7a0f151a,,2016-01-31,2016-01-31,2016-01-31,2016-02-26
736cf0c10c8ba0129fa552470597dae6,2015-12-18,2016-01-01,2016-01-08,,
a2dc5d30e3e68bf9d21224572904a39c,2016-02-03,2016-02-03,2016-02-05,2016-02-05,2016-11-06
bea398bfdca25caa40d7717acb52bdd5,,2016-01-23,,,
2e2430617cfd2c3678a9f9cf88912d67,,2016-01-02,2016-01-02,2016-01-03,2016-01-22
de8fb4da69c8993d1a7d05313b563c57,,2016-02-11,,,
fb3f8cf32374e36d1dd146302def9b2e,,2016-01-04,2016-01-18,2016-01-18,2016-01-26
522600d00827ace22d2b986619f30bf2,,2016-01-10,2016-01-10,,
329feebe81ee07b6631f2bd78fd822af,,2016-01-26,2016-01-26,2016-01-26,2016-02-01
85ab62bc678280b5be3c25137eb81fee,,2016-02-09,2016-02-10,2016-02-16,2016-03-01
22ad6c373a642838b61280d6ce93d4ae,2016-01-08,2016-01-08,2016-01-25,2016-01-25,2016-07-04
df7f93c2017776d8e60718e50c029cc4,,2016-01-23,2016-01-23,2016-01-23,2016-01-29
d630dddc7d30597f9047996e03a9452e,,2016-01-04,2016-01-04,2016-01-04,2016-02-15
1ba8bd2b8811ad82fa5f2d4e7cce74bf,,2016-01-11,2016-01-11,2016-01-11,2016-01-17
c108e14108a2989cc4699434163931f4,,2016-01-26,2016-01-27,2016-01-27,2016-02-02
9d8ad51a9809c5227001dc37ae8452ed,2016-01-26,2016-01-26,2016-01-26,,
798eb700a326b25a4f19ca7838b4b283,,2016-01-06,2016-01-06,2016-01-06,2016-03-09
4df6cd6f71f6e298f412c5bb498b3cd1,,2016-01-21,2016-01-21,2016-01-21,2016-02-02
95580722a910793c89d4d6c69e741da8,,2016-02-05,2016-02-05,2016-02-05,2016-02-10
164770abdd5d4f52fccb3260a7163083,,2016-01-18,2016-01-18,2016-01-18,2016-01-22
ce745607679a9742295afcb7dcea7ef3,,2016-02-13,2016-02-13,2016-02-15,2016-02-20
6492dfeb8006e9f7b29840d4c8336fbc,,2016-02-14,2016-02-17,2016-02-16,2016-02-21
9c8e94c373bb00d13fa0fec2cee2e236,,2016-01-17,2016-01-21,2016-01-21,2016-07-29
d1578eb0d5ad309695bc1197e8145b89,2016-01-29,2016-01-29,2016-01-29,2016-01-29,2016-02-04
e53adef3e0e2d97a097dd73da63d4ff2,,2016-01-26,2016-01-26,,
360f10447ea1ce82a78aada1b4e12ef6,,2016-01-26,2016-01-26,2016-01-26,2016-11-24
68cdafe5f66bb1fed698910ecf51075f,,2016-01-05,2016-01-05,,
eb993b215946ad69e566980f3199dbdc,,2016-02-13,2016-02-13,2016-02-16,2016-02-20
261106bcc2c6070e41da655a154931bc,,2016-02-02,2016-02-02,2016-02-02,2016-02-06
b8a144da6aa09f6bf3974f06bbf2f80a,,2016-01-26,2016-01-26,2016-01-26,2016-02-01
d5e8c7f0fb6922403c8dcb52c9a3cf48,,2016-02-04,2016-05-31,2016-05-18,2016-06-08
3334a88c01acc3b0f4474082f5e9cf33,,2016-01-26,2016-01-26,2016-01-26,2016-01-31
