,user_id,type,date,invited,sign_up,kyc_initiated,kyc_completed,card_activated
1411,f6b2d68c9d9be701c99e64ae1080adad,CT,2016-01-15,,2016-01-07,2016-01-07,2016-01-07,2016-01-15
1412,7725757ca5ebf125dc0973ba2bd2e16d,DT,2016-09-08,,2016-02-01,2016-02-01,2016-02-01,2016-02-10
1413,e7d191e1c40abe108836c7c666ca52b3,CT,2016-01-26,,2016-01-07,2016-01-07,2016-01-07,2016-06-28
1414,7d04f8030395f9ceb88f213e2cd4d61e,PT,2016-04-08,2016-02-07,2016-02-07,2016-02-07,2016-02-07,2016-02-10
1415,d7a6b7d2c9065099d150eec125a53e16,DT,2016-08-19,,2016-01-13,2016-01-13,2016-01-13,2016-02-24
1416,fab9a9b38d9e4958808d5a9c0d679727,PT,2016-03-04,,2016-01-18,2016-01-18,2016-01-24,2016-02-17
1417,52b831f16b1550b8bfadee0ed8db40a6,CT,2016-02-23,2016-01-28,2016-01-28,2016-01-29,2016-01-30,2016-02-23
1418,207a2e6fdd3392836b7d46cc792999a2,DD,2016-04-01,,2016-02-01,2016-02-01,2016-02-01,2016-02-25
1419,b426cecdaa09086905b9fecc85a8e44f,FT,2016-02-27,,2016-01-14,2016-01-14,2016-01-14,2016-01-27
1420,c662d3196465c977ce93d019cd116e00,PT,2016-02-23,,2016-01-21,2016-01-21,2016-01-22,2016-02-22
1421,4f44996f73a806606bc8740e9cb7c03c,CT,2016-02-25,,2016-01-19,2016-01-20,2016-01-20,2016-02-22
1422,5f6240f8320e36fc86d1773ec2982b01,DT,2016-06-20,,2016-01-04,2016-01-06,2016-01-06,2016-01-13
1423,a90bf96b592a85d9cb75f47de97e4ca4,FT,2016-02-11,,2016-02-02,2016-02-02,2016-02-02,2016-02-08
1424,54301180ce4037428aa4a367038a24f9,CT,2016-01-22,,2016-01-06,2016-01-07,2016-01-07,2016-01-14
1425,3bdbadd9afe605260987cb45bb3ac420,DD,2016-07-05,,2016-01-25,2016-01-25,2016-02-08,2016-03-01
1426,1e3d321f852b5ba1d35a6c858b236cb3,DD,2016-07-29,,2016-01-15,2016-01-15,2016-01-15,2016-07-08
1427,c76330b180c2ad803d165a3b02f9998b,DT,2016-10-21,,2016-02-08,2016-02-08,2016-02-08,2016-02-12
1428,2cdac8b2a2c0eb416306b16b0e992431,DT,2016-02-26,,2016-01-25,2016-02-09,2016-02-09,2016-02-12
1429,d7519b12a4e4c60a99eb5f9b9bc909e2,CT,2016-02-09,,2016-02-03,2016-02-04,2016-02-04,2016-02-09
1430,ed39efa7d82ebf87ee1bf4eeb2572ea1,DD,2016-08-10,,2016-01-28,2016-01-28,2016-02-02,2016-08-01
1431,5b4c524164fcd39185443e573252521a,PT,2016-02-26,,2016-02-09,2016-02-10,2016-02-10,2016-02-26
1432,30aa719307013793de9d805f08dec1c3,FT,2016-10-22,,2016-02-02,2016-02-03,2016-02-03,2016-02-08
1433,49e0f382682571d429d683ac360d8965,DD,2016-06-29,,2016-01-22,2016-01-22,2016-01-22,2016-01-29
1434,a7f77f4a9d51f922aa4c82916a203ead,FT,2016-06-16,2016-02-06,2016-02-14,2016-02-16,2016-02-18,2016-03-02
1435,d0d4f9834a57d2d48c9e7a299e4b4616,PT,2016-02-28,,2016-01-20,2016-01-20,2016-01-21,2016-01-28
1436,a7f92e067c7d895a29dc8f569e97afea,PT,2016-03-10,,2016-01-03,2016-01-08,2016-01-08,2016-01-13
1437,e45931313cce08d1ee9997ee1d321361,FT,2016-01-19,,2016-01-14,2016-01-14,2016-01-14,2016-01-20
1438,5bae1002550a6cee5a312b130831d9f5,CT,2016-05-11,,2016-01-20,2016-01-20,2016-01-20,2016-01-26
1439,98b41bc924ab4fd11ef5fcb2abf060ea,DT,2016-01-18,,2016-01-11,2016-01-11,2016-01-11,2016-01-15
1440,537da42cc3cbeedf94e6be1b6bdcb3e0,CT,2016-01-20,,2016-01-11,2016-01-12,2016-01-14,2016-01-21
1441,f68daf2b9370026082bab5b2819988b2,DD,2016-02-23,,2016-01-15,2016-01-15,2016-01-16,2016-01-22
1442,cf7652bf0627c9bbca173f2e415be56a,DD,2016-01-22,,2016-01-19,2016-01-19,2016-01-19,2016-03-22
1443,3fe74aaf85fb5bc61ccef08390a67317,CT,2016-02-01,,2016-01-13,2016-01-13,2016-01-13,2016-01-21
1444,389900e401629d4936bc00a15b47c4dc,PT,2016-08-12,,2016-01-20,2016-05-08,2016-05-08,2016-05-11
1445,aefb2de38298f97977fdfd737bd558c6,PT,2016-02-21,,2016-01-25,2016-01-25,2016-01-25,2016-01-29
1446,6c0f724d6642ee638cccb3e6723a0c7a,DD,2016-08-16,,2016-01-30,2016-07-28,2016-07-28,2016-08-02
1447,141a089ce094021e72f7ef41008eb94b,CT,2016-02-02,,2016-01-19,2016-01-21,2016-01-25,2016-02-01
1448,b8b8b941a3a3b6d1b5d7a2028a36bd22,FT,2016-04-02,2016-01-15,2016-02-11,2016-02-11,2016-02-11,2016-04-07
1449,b64c01d400f0d99abc4daac78d1752d0,DT,2016-07-23,,2016-02-04,2016-02-11,2016-02-15,2016-09-22
1450,31fbc9d12c09bba483bdcf6f3d92031b,DT,2016-04-01,,2016-01-13,2016-01-13,2016-01-13,2016-01-19
1451,3bd9d9b2d10568db29a9c166906b5817,DD,2016-05-02,,2016-01-15,2016-01-15,2016-01-15,2016-02-29
1452,c13a1fcee01004a6fd9cd27a4dc8a333,DT,2016-03-01,2016-02-05,2016-02-06,2016-02-06,2016-02-06,2016-02-10
1453,c0438f3c3eaf60d3f0beb4ae15e144cb,DT,2016-04-11,,2016-02-08,2016-02-10,2016-02-10,2016-02-13
1454,417fb02638825c5d7004a4367f855cf2,DT,2016-04-11,,2016-01-21,2016-01-21,2016-01-21,2016-04-11
1455,17651395016971d3f9de19cc4300f0ae,DT,2016-04-19,,2016-02-10,2016-02-10,2016-02-10,2016-02-13
1456,7df2d8dfb53385878dcde77e0c746173,FT,2016-08-14,,2016-01-03,2016-01-03,2016-01-03,2016-01-09
1457,7e2191ee0641f4adaee6c7071c4fbbae,PT,2016-01-22,,2016-01-13,2016-01-13,2016-01-13,2016-01-20
1458,0738f38c2f4cd863839e60bb2aa19d57,PT,2016-02-12,,2016-01-27,2016-01-27,2016-01-27,2016-02-02
1459,77f54f780ae50be4e965eb66df459d40,PT,2016-04-01,,2016-01-04,2016-01-04,2016-01-08,2016-03-26
1460,5726d6881214d091d4da889c80850309,PT,2016-03-13,,2016-01-01,2016-01-01,2016-01-01,2016-01-09
1461,f4166a3ec2bbfdf88e9220f0a9b90631,CT,2016-03-11,,2016-01-25,2016-01-26,2016-01-26,2016-01-30
1462,3866b8b47ae71a975e46a74d54917663,FT,2016-01-28,2015-12-29,2016-01-13,2016-01-20,2016-01-20,2016-01-27
1463,84d04e47268b50b965ceff30f90deef5,DT,2016-01-24,,2016-01-13,2016-01-13,2016-01-13,2016-01-19
1464,fb988094f305fdaa9d36555e35c2eef2,CT,2016-02-10,,2016-02-08,2016-02-08,2016-02-08,2016-02-11
1465,07c002063e760377c1dcb51ea19b1bad,CT,2016-02-09,,2016-02-03,2016-02-03,2016-02-03,2016-02-06
1466,70eb0a92d38eec6c39bb13dd855d4101,DD,2016-09-20,,2016-01-15,2016-08-02,2016-08-02,2016-08-08
1467,41d905f9a770432c71fc342bdc29796d,CT,2016-02-01,,2016-01-28,2016-01-28,2016-01-28,2016-02-02
1468,a5ee4c4a449088f4c0642496dc51c8a2,DD,2016-07-01,,2016-01-02,2016-01-03,2016-01-03,2016-01-09
1469,f04fdca8d6c2ccaa7676f65d859283ee,PT,2016-02-16,,2016-02-06,2016-02-06,2016-02-06,2016-02-10
1470,edd5a454c70f01f7401f02aebc0eb1d1,FT,2016-05-09,2016-01-27,2016-01-27,2016-02-04,2016-02-04,2016-03-07
1471,acdcd8f0a1b26adddbdf79e13ca36a44,DD,2016-03-10,2016-02-10,2016-02-10,2016-02-11,2016-02-11,2016-02-17
1472,73b19ae420a2fec1664be04c024c158b,PT,2016-09-01,,2016-02-05,2016-02-05,2016-02-05,2016-04-01
1473,61ab61153862477c0c75df853a246954,PT,2016-02-15,,2016-02-03,2016-02-05,2016-02-05,2016-02-11
1474,8d7f67a94c2aeb3057abf6c18f0645fb,DD,2016-05-19,,2016-02-09,2016-02-10,2016-02-10,2016-02-15
1475,74497f0c890f1956ad5eed1ca947a67d,CT,2016-02-16,,2016-02-11,2016-02-12,2016-02-12,2016-02-19
1476,29884272ca6692e807690ddca67992e8,CT,2016-02-24,,2016-02-05,2016-02-05,2016-02-05,2016-02-15
1477,55584bcacebfc82f8f1d322df1cf3597,PT,2016-03-11,,2016-02-02,2016-02-02,2016-02-02,2016-02-10
1478,40c040dd786cf2c368f88acc03e8f001,DD,2016-08-31,,2016-01-31,2016-01-31,2016-02-18,2016-06-03
1479,b8b514a74dca6a83ce0ef2c7cfff17a9,DT,2016-03-20,,2016-02-14,2016-02-14,2016-02-16,2016-02-20
1480,db211fef18bce2d01d614d382b93eaff,PT,2016-01-18,,2016-01-10,2016-01-11,2016-01-11,2016-01-14
1481,3347dc5992e0801339eb3f9f87e42ca5,CT,2016-02-09,2016-01-20,2016-01-20,2016-01-24,2016-01-24,2016-01-29
1482,99c0557f4a1fd6af4aefc82e364dcca4,CT,2016-01-26,,2016-01-15,2016-01-15,2016-01-15,2016-02-02
1483,58a7bbb61af792468e485cce7557b774,FT,2016-04-28,,2016-01-15,2016-01-15,2016-01-15,2016-01-21
1484,cfcf16113b39305b515fad22dbb13719,PT,2016-02-13,,2016-02-04,2016-02-04,2016-02-04,2016-02-09
1485,69e20d701e660d958462f43322853e5e,CT,2016-02-12,2016-02-09,2016-02-12,2016-02-12,2016-02-12,2016-02-19
1486,835f416b43b7747c6c6eda1da4dce9c3,PT,2016-02-18,,2016-02-04,2016-02-04,2016-02-04,2016-02-15
1487,fb8f613f89e3951a0ff1b81077a499f5,DD,2016-07-06,,2016-02-03,2016-02-03,2016-02-03,2016-02-08
1488,6f51bb947e6710e69d75b624483b2b25,CT,2016-02-09,,2016-02-05,2016-02-05,2016-02-05,2016-02-10
1489,f7ba113583d58b1577c8b13e5db78fe7,DD,2016-07-01,,2016-01-19,2016-01-20,2016-01-20,2016-01-27
1490,c67750386abaa59d3b40770a5159fe6e,DT,2016-02-16,,2016-01-05,2016-01-05,2016-01-05,2016-02-17
1491,0184fbb9db8b8b76a0ee850ba16d8121,DT,2016-02-06,,2016-01-24,2016-01-24,2016-01-24,2016-02-04
1492,e7d4f8158e2c664e8493bf97ae8ce720,PT,2016-01-12,,2016-01-04,2016-01-07,2016-01-07,2016-04-27
1493,34534e84c44b8e78ae607114ba3ecf69,FT,2016-03-03,,2016-02-01,2016-02-04,2016-02-04,2016-02-09
1494,8d4376c4484c7486419675052a37fea9,CT,2016-02-09,,2016-02-06,2016-02-06,2016-02-06,2016-02-11
1495,6262f50562036361c5b4cae482dc564b,PT,2016-02-09,,2016-01-28,2016-02-01,2016-02-01,2016-02-09
1496,c49bc7cf85d9205883dc522c149eab6f,CT,2016-01-13,,2016-01-03,2016-01-03,2016-01-06,2016-01-12
1497,28fd125669d153cd982bd0a32f472782,FT,2016-10-14,2016-01-04,2016-01-04,2016-01-04,2016-01-04,2016-01-12
1498,8942c2ecfe437f42abb667b2c28103a5,PT,2016-02-28,,2016-01-11,2016-01-13,2016-01-13,2016-01-24
1499,ed8f777d53797db8f3c8203cfcfc5638,DT,2016-07-20,,2016-01-18,2016-01-19,2016-01-19,2016-01-27
1500,40ae4efabade73ef52d67636e5124855,PT,2016-01-16,,2016-01-07,2016-01-07,2016-01-08,2016-01-13
1501,16f05c124c1c2dc355cda65d25f9a426,DD,2016-02-05,,2016-01-26,2016-01-26,2016-01-26,2016-01-31
1502,7917bf63f5e1b8f14e73015947fbd42a,CT,2016-01-26,,2016-01-16,2016-01-16,2016-01-16,2016-01-23
1503,b452453c1f32d302088b1c360deb39f4,PT,2016-02-12,,2016-02-09,2016-02-09,2016-02-09,2016-02-12
1504,736790539e4fcabda4e2897252cf194e,FT,2016-09-13,2016-01-14,2016-01-14,2016-08-06,2016-08-06,2016-08-11
1505,7021607e6774f5a7a9e77cdfde3b2d52,PT,2016-02-18,,2016-02-08,2016-02-08,2016-02-08,2016-02-17
1506,028064e6f7a7ce6920e247541cd45381,DT,2016-02-09,,2016-01-31,2016-01-31,2016-01-31,2016-02-07
1507,472474a4a8f963523dd2e8d53940315a,DT,2016-05-13,,2016-01-22,2016-01-22,2016-01-22,2016-01-29
1508,ffce7051e24f2a131cf304e15ad4380f,PT,2016-02-08,,2016-02-02,2016-02-02,2016-02-02,2016-02-08
1509,b518fe0fe7c3b2d7ef44173a702bf605,DT,2016-02-25,,2016-01-01,2016-01-02,2016-01-02,2016-01-10
1510,aec5ee80afb978a94a3270ee9365dbc9,DD,2016-03-04,,2016-01-07,2016-01-18,2016-01-18,2016-01-24
1511,cd7570d17888bc6bf979b502b5be47f8,PT,2016-02-12,,2016-01-22,2016-01-22,2016-01-22,2016-02-11
1512,5d21f5f461ef735442864d71277daa81,CT,2016-03-01,,2016-02-09,2016-02-27,2016-02-27,2016-03-02
1513,9044d09815c56530ea569e8d9704e91f,DD,2016-04-01,2015-12-18,2016-01-13,2016-01-13,2016-01-13,2016-01-21
1514,decb21bc610ea390ea2202122d541784,PT,2016-02-16,,2016-01-28,2016-01-28,2016-01-28,2016-02-04
1515,6008fd8a600b2cf9768b4fe22c29a162,CT,2016-01-25,,2016-01-20,2016-01-20,2016-01-20,2016-01-26
1516,38665949a744c5d4ef376794df23207c,FT,2016-02-11,,2016-02-08,2016-02-08,2016-02-08,2016-02-12
1517,89e1f211c80e0e1c579e001dc17cdd95,FT,2016-02-19,2016-02-08,2016-02-08,2016-02-08,2016-02-08,2016-02-11
1518,f66817b53141940dc8b96e202e3ae7a2,PT,2016-04-08,,2016-01-23,2016-01-23,2016-01-23,2016-01-28
1519,10fe93ebbb4c42192ccc3a30cb61955f,CT,2016-03-08,,2016-02-07,2016-02-07,2016-02-07,2016-10-24
1520,fb8b15fe19df92e3e2b7a34a371b3d24,DT,2016-08-24,,2016-02-12,2016-02-16,2016-02-16,2016-02-27
1521,d9899f45a30691a34c2a8ac688765dee,DT,2016-05-23,,2016-01-08,2016-01-08,2016-01-08,2016-01-22
1522,17afc3e7fc2502f3f62ce61dc0d7259d,DT,2016-02-13,,2016-02-02,2016-02-02,2016-02-02,2016-02-06
1523,90555860535a5a2b0c6ceb7bdcceb299,DD,2016-03-23,,2016-01-14,2016-01-14,2016-01-14,2016-01-20
1524,8d8e918414f70f1c484483e8df6ec1e8,PT,2016-03-23,,2016-01-29,2016-02-02,2016-02-02,2016-02-06
1525,1e32dc6e5e92def3230e6bb67fabe97c,CT,2016-03-16,,2016-02-02,2016-02-02,2016-02-05,2016-02-21
1526,6206ef306e377886db7e440588ab42cb,PT,2016-02-22,,2016-01-18,2016-01-18,2016-01-21,2016-01-28
1527,2f50b9dd830b213308d60a0aaf9e3668,CT,2016-02-26,,2016-02-08,2016-02-08,2016-02-08,2016-02-11
1528,0a5111ea33ff24ffb670dce3b1a6b684,CT,2016-02-29,,2016-02-04,2016-02-17,2016-02-17,2016-08-29
1529,a5feec8571aee2432403cf1230f1dfa4,FT,2016-06-19,2016-01-20,2016-01-20,2016-01-21,2016-01-21,2016-01-27
1530,e733fcac04274ed3f6d8d77dd17c1285,CT,2016-08-28,2016-01-01,2016-01-03,2016-06-01,2016-06-01,2016-06-05
1531,def39da865a871c7a919598d8662c6e5,DD,2016-02-01,,2016-01-02,2016-01-02,2016-01-02,2016-01-08
1532,1f1b92cc01cd5c49686c62ca467d175f,CT,2016-02-08,,2016-01-30,2016-01-30,2016-01-30,2016-02-04
1533,62c4b0403b06f5d6fa614333f7ab3b8a,CT,2016-02-09,,2016-01-14,2016-01-14,2016-01-14,2016-01-25
1534,b0492063f91ba0d25691b1df73e5ea5a,CT,2016-02-09,,2016-02-01,2016-02-01,2016-02-01,2016-02-08
1535,3c072c03e4df228ea98af23e854d7fa5,DT,2016-10-20,,2016-02-09,2016-02-17,2016-02-17,2016-07-30
1536,754c693f7566cbce839cb969f166d232,DD,2016-04-15,,2016-01-24,2016-01-24,2016-01-24,2016-01-29
1537,1999a6f7910afbe21eb27247e8531bd8,DD,2016-02-08,2016-01-18,2016-01-18,2016-01-19,2016-01-19,2016-02-10
1538,19e0a3313906ab5e4ac4e934edebdd5c,PT,2016-07-02,,2016-01-27,2016-06-24,2016-06-24,2016-06-30
1539,0eac50d026c7a4f6de755f29d0be8fef,PT,2016-02-04,2016-01-19,2016-01-20,2016-01-20,2016-01-20,2016-01-28
1540,deee8cfc97a259e57a5f5c9ce66a4697,PT,2016-05-25,2016-02-01,2016-02-01,2016-02-02,2016-02-02,2016-02-06
1541,415ca38e677c72762d257aff406dfdbe,CT,2016-03-04,2016-01-27,2016-01-27,2016-01-27,2016-02-18,2016-02-23
1542,761b7ab33b72a0116044504686294241,DT,2016-02-15,,2016-01-15,2016-01-15,2016-01-15,2016-01-25
1543,d54dc4732bd86cab7b959215fe884fdf,DD,2016-04-12,,2016-01-30,2016-01-31,2016-01-31,2016-03-04
1544,ac289ec683d0abda9358c84f957bd9c7,DT,2016-01-11,,2016-01-06,2016-01-07,2016-01-07,2016-06-07
1545,9f34890c5a87fd30c6864e0bdb1d0609,CT,2016-02-16,2016-01-27,2016-01-27,2016-02-13,2016-02-13,2016-02-18
1546,f2a7c8dbb24ec9449d509503318710f2,DD,2016-03-03,2016-01-19,2016-01-19,2016-01-20,2016-01-20,2016-01-27
1547,cc9fcf96a35708772eef2c06016e7642,FT,2016-05-23,,2016-01-22,2016-01-22,2016-01-22,2016-03-06
1548,edee586e5b80fea088f6ff2808dd4556,PT,2016-03-01,,2016-02-03,2016-02-03,2016-02-03,2016-02-10
1549,ec36dffdbc470754b36732ddc5747d3f,PT,2016-02-23,2016-01-25,2016-01-26,2016-01-27,2016-01-27,2016-02-02
1550,8d6442799511b594b2c0e56ebd1a381a,FT,2016-02-07,,2016-01-12,2016-01-25,2016-01-25,2016-07-06
1551,11c733b1603b10f24882a6cd9f3d1d9d,DT,2016-03-03,,2016-02-11,2016-02-12,2016-02-12,2016-02-20
1552,e78cd43e273b21057f2af10193e622b4,DD,2016-03-18,,2016-01-27,2016-02-22,2016-02-22,2016-02-25
1553,da609a00cd356584fc78b2760b25c750,CT,2016-02-15,,2016-02-13,2016-02-13,2016-02-13,2016-02-19
1554,59b74b97ab59550c0ee2153a4611cd41,DT,2016-02-09,,2016-01-16,2016-01-20,2016-01-20,2016-01-27
1555,658db037c7cb977428405c02af7f0e21,PT,2016-08-08,2016-01-27,2016-01-27,2016-03-17,2016-03-17,2016-03-23
1556,93099f47e6a413b6bd572d859a44badf,DT,2016-11-20,,2016-02-13,2016-02-13,2016-02-13,2016-02-17
1557,c4ce31c8d6145bc71ce479b63e7d273e,CT,2016-01-21,,2016-01-16,2016-01-16,2016-01-16,2016-01-20
1558,56cc7ad855415825e2970fb59c5d5ed2,CT,2016-08-02,,2016-02-04,2016-07-07,2016-07-07,2016-07-14
1559,c167ab92ee2a3eff807d9834ab8f0832,DD,2016-02-01,,2016-01-26,2016-01-26,2016-01-26,2016-01-29
1560,96611cf7b50dad0f8303a1f4dc4896f7,PT,2016-07-05,,2016-01-14,2016-01-14,2016-01-14,2016-01-21
1561,006f02afa11738dae054678e23a5806b,DD,2016-02-01,,2016-01-20,2016-01-20,2016-01-20,2016-02-18
1562,650c8887f3568c75498d0a7938c1cafc,DT,2016-04-07,2016-01-21,2016-01-22,2016-01-22,2016-01-23,2016-02-28
1563,b3b565a231d216e5d1915b18515f4ec1,CT,2016-03-04,,2016-02-05,2016-02-08,2016-02-08,2016-03-01
1564,97d53c266a53500ef4623d630da4e892,PT,2016-05-13,,2016-01-06,2016-05-06,2016-05-06,2016-05-11
1565,f48d4a6ef216f6baec0f6e9526d1fe9f,CT,2016-01-13,,2016-01-04,2016-01-04,2016-01-04,2016-01-12
1566,dd5c06561239dbaa99f3f48d1e9dec34,CT,2016-02-22,,2016-02-13,2016-02-13,2016-02-13,2016-02-18
1567,2ac1779962e702e8ce1fb5b4080960cb,CT,2016-01-28,,2016-01-03,2016-01-22,2016-01-22,2016-01-29
1568,391e9a945955ca068bf8b99ec1e2a448,CT,2016-02-04,,2016-02-03,2016-02-03,2016-02-03,2016-02-12
1569,e8b5e64fa816c999d9cd02d03d13add5,CT,2016-02-05,,2016-02-03,2016-02-03,2016-02-03,2016-02-09
1570,f140468d3a15b4c805af5d54cbc206f3,CT,2016-02-04,,2016-01-28,2016-01-28,2016-01-28,2016-02-04
1571,490ff4f8f3552e8bbaf08f82a3c1a5af,DD,2016-08-22,,2016-01-14,2016-01-22,2016-01-22,2016-01-28
1572,a5f1367bb2420a254ed9f92f6542d1a3,FT,2016-02-29,,2016-01-03,2016-01-03,2016-01-03,2016-01-09
1573,747162074bf7a56180eeeba6e0bc3438,PT,2016-02-19,,2016-01-28,2016-02-13,2016-02-13,2016-02-17
1574,5366b64f37168932c8f4d4c186037fee,FT,2016-02-07,,2016-02-01,2016-02-01,2016-02-01,2016-02-05
1575,42fb00f5e83fa9eb00d47059d21d767f,DD,2016-02-26,,2016-01-05,2016-01-19,2016-01-19,2016-01-23
1576,928a51d88655e49efbc9b9e5a48e2a5e,DT,2016-03-07,,2016-02-01,2016-02-01,2016-02-01,2016-05-03
1577,7f64fd934cb864c15d1c1166b5001a8b,FT,2016-02-01,2016-01-30,2016-01-30,2016-01-30,2016-01-30,2016-02-04
1578,88631a59927e33077f5c4986cb0a74fb,DD,2016-07-12,,2016-01-30,2016-02-25,2016-02-25,2016-03-04
1579,0b38202298bd9d1143f22c186438f849,PT,2016-03-23,2015-12-11,2016-01-04,2016-01-05,2016-01-08,2016-03-23
1580,d754e500ab60f381a2df3c96f576c196,FT,2016-03-10,2016-01-01,2016-01-04,2016-01-04,2016-01-04,2016-01-23
1581,1c339fedf8c4f46e4eb7abbcffa4fe17,PT,2016-03-07,,2016-01-03,2016-01-03,2016-01-03,2016-01-10
1582,a51943626fd63804a12a31c1a8ca9950,CT,2016-01-04,,2016-01-02,2016-01-02,2016-01-02,2016-01-09
1583,6ae1612e1fbb7b1733ebbb53ee85fc33,DD,2016-02-01,2015-12-10,2016-01-07,2016-01-07,2016-01-08,2016-01-14
1584,eb3e4b17d91c2433eaaddaae1a9e1e64,CT,2016-02-05,,2016-02-04,2016-02-04,2016-02-04,2016-02-09
1585,1b29702513b1b384cd705e2280023f43,DD,2016-04-11,,2016-01-26,2016-01-26,2016-01-26,2016-01-31
1586,24cc0ad0bd34d830b96d36ec4fa9a089,CT,2016-02-02,,2016-01-20,2016-01-20,2016-01-21,2016-01-28
1587,474df901144587b52f28f90d3a8d4f61,FT,2016-03-06,,2016-02-06,2016-02-06,2016-02-06,2016-02-10
1588,8992cdcfe29d2ed419b0e84165f114d6,PT,2016-02-23,,2016-02-01,2016-02-02,2016-02-02,2016-02-08
1589,fc1feff12cb9e3a1ce9605b085b857b6,DT,2016-02-04,,2016-01-10,2016-01-10,2016-01-10,2016-01-14
1590,3cead6d03d0dc8d2d9b8ec8f31d3063e,PT,2016-02-18,,2016-01-22,2016-01-22,2016-02-02,2016-02-06
1591,f5c2415d824e048793386661b81b7687,PT,2016-02-07,,2016-01-28,2016-01-29,2016-01-29,2016-02-05
1592,6b282ad5c0489f9ea0908f8c28c58065,DT,2016-03-02,,2016-01-04,2016-01-04,2016-01-04,2016-01-17
1593,cc69318332cabf8c89e3190309791e13,FT,2016-08-29,,2016-01-18,2016-01-18,2016-01-18,2016-01-22
1594,ad075bf6e8aa2588a7e40d91741fd29c,PT,2016-01-31,,2016-01-06,2016-01-06,2016-01-06,2016-05-20
1595,9647b9e43eec45cec448d53a261c0a0f,DT,2016-03-12,,2016-01-10,2016-01-10,2016-01-10,2016-01-14
1596,1471b3e8a571071fe90445cefa724a7e,PT,2016-03-03,,2016-01-21,2016-02-25,2016-02-25,2016-03-01
1597,63a0f13649425c87e6d8014699b09811,PT,2016-02-06,,2016-01-02,2016-01-02,2016-01-11,2016-01-15
1598,76d80cb2f890fb081b9aa1f3e5f5a686,PT,2016-01-30,,2016-01-24,2016-01-24,2016-01-24,2016-01-30
1599,2f8cd32e2d14373c6c95215e408e2f94,CT,2016-01-27,,2016-01-09,2016-01-10,2016-01-11,2016-01-14
1600,c42dbbcb2d08bdae9f6ba2844720e917,PT,2016-02-20,2016-01-08,2016-01-11,2016-01-13,2016-01-13,2016-02-17
1601,d7c87d91edaf2b3a440f0f2f270cfb20,PT,2016-02-17,,2016-02-09,2016-02-09,2016-02-09,2016-02-15
1602,2670b73daa1b1f770023d5630c6cf36e,DT,2016-04-16,2016-01-05,2016-01-05,2016-01-05,2016-01-05,2016-01-14
1603,bdd576d2a6c3eea8da0894a3ad182167,DT,2016-02-01,,2016-01-24,2016-01-24,2016-01-24,2016-08-03
1604,048029eed968bab77cd18fddc181a2a8,DT,2016-08-31,,2016-01-24,2016-01-24,2016-01-24,2016-01-30
1605,0e1be1c1a737a131e40308b2483a2f82,DD,2016-04-08,,2016-01-31,2016-02-10,2016-02-10,2016-02-13
1606,90caaa80799b3700a4275011252b359c,CT,2016-01-11,,2016-01-06,2016-01-08,2016-01-08,2016-01-14
1607,79bab37c09b4fe11c8cecf54720a233f,DT,2016-03-14,,2016-01-04,2016-01-04,2016-01-05,2016-02-18
1608,0229e922906d34691b44db2c15cbf861,DT,2016-06-04,,2016-01-30,2016-01-31,2016-01-31,2016-02-04
1609,46d4842cceb38a89cf54fcca688937c0,PT,2016-03-21,2016-02-13,2016-02-13,2016-02-13,2016-02-13,2016-02-18
1610,8c21323bc738c11ad9b78e70374adbef,DT,2016-02-09,,2016-01-15,2016-01-15,2016-01-15,2016-01-25
1611,2b35de270b64bffdf393bc3e64e3c7b7,DT,2016-06-03,,2016-01-29,2016-02-01,2016-02-01,2016-03-14
1612,1d0a0d0c773b0ba87212ea0e7a690b1e,CT,2016-01-08,,2016-01-04,2016-01-06,2016-01-06,2016-01-13
1613,6a586511a984c3112e90a85826d9cf2c,DT,2016-10-03,2015-12-29,2016-01-26,2016-01-27,2016-01-27,2016-01-29
1614,344bea475d4bcac2ece4f88d87675eac,DT,2016-01-21,,2016-01-11,2016-01-11,2016-01-11,2016-01-15
1615,f45153a41c295230527ae3d882d263cf,CT,2016-01-28,2016-01-27,2016-01-27,2016-01-28,2016-01-28,2016-02-02
1616,5fbfa855306fa7f2c29e31e7b505929f,DD,2016-04-07,,2016-01-24,2016-01-24,2016-01-24,2016-02-03
1617,cb3a41da443ef9d4806a465e095a6a9b,CT,2016-02-23,,2016-02-02,2016-02-08,2016-02-09,2016-02-14
1618,5380c5af20810b804e3b57ab73382f43,PT,2016-03-07,,2016-01-31,2016-02-13,2016-02-13,2016-02-17
1619,62be49cffd4dc296f3e9ad7d877172b3,DT,2016-03-09,,2016-01-11,2016-02-26,2016-02-26,2016-03-03
1620,8db408232362f4da2642b0887d5a20ff,PT,2016-02-05,,2016-01-26,2016-01-28,2016-01-28,2016-02-04
1621,8b3e087cedeead424957445b34cff59a,DT,2016-04-13,2016-02-10,2016-02-11,2016-02-15,2016-02-15,2016-03-09
1622,8bad7bae8c575ec61261e71091841343,CT,2016-01-15,,2016-01-09,2016-01-09,2016-01-09,2016-01-14
1623,4ce5b28836695e3e9f0b7d903edef584,DT,2016-03-31,,2016-01-08,2016-01-08,2016-01-08,2016-01-13
1624,7dc0a774aa85aee4c5f0a3ee38742ad5,PT,2016-01-26,2015-12-23,2016-01-01,2016-01-12,2016-01-12,2016-01-16
